Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14
48;Museo del Belén de San Javier;Ctra. Cartagena s/n;30730;San Javier;SAN JAVIER;968 573 700 ext. 5105;;;http://www.sanjavier.es/contenidos.php?id=25;;-0.8362372;37.8066887;<p>El Museo del Bel&eacute,n, situado en el mismo edificio que el Museo de Historia Local, recoge en tres salas los aspectos m&aacute,s caracter&iacute,sticos del arte navide&ntilde,o, pudiendo contemplar durante todo el a&ntilde,o las figuras y escenas mas caracter&iacute,sticas que componen el Bel&eacute,n de Espa&ntilde,a, que se instala cada Navidad en la Plaza de Espa&ntilde,a .<br /><br />En una primera secci&oacute,n aparecen los <strong>Misterios Gozosos de la vida de Jes&uacute,s</strong>. En la secci&oacute,n segunda se pueden contemplar distintos <strong>aspectos costumbristas</strong> con estampas y oficios tradicionales de la Regi&oacute,n de Murcia. La secci&oacute,n tres, recoge una <strong>muestra internacional de arte belen&iacute,stico</strong>.</p><p>El Bel&eacute,n se exhibe cada Navidad en la plaza Espa&ntilde,a de San Javier. La colecci&oacute,n cuenta aproximadamente con 500 figuras de Bel&eacute,n.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/belen_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/belen2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/belen3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/belen4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003520018i_g.jpg;;;;;;;;;
5594;Museo del Belén. Ermita de San Roque;Calle San Roque;30800;Lorca;;968 44 19 14;;ciudaddelsol@lorca.es;;;-1.702737;37.674836;<p>El Museo del Bel&eacute,n se ubica en la Ermita de San Roque y San Sebasti&aacute,n, en pleno barrio medieval de Lorca.</p><p>Abre sus puertas en Navidad para contemplar las mejores escenograf&iacute,as realizadas por la Asociaci&oacute,n Belen&iacute,sta de Lorca. Son de admirar las grandes maquetas hebreas y costumbristas alusivas a los principales edificios art&iacute,stiticos de Lorca y los singulares monumentos de &eacute,poca de Jes&uacute,s.</p>;;;;;;;;;;;;;;
84;Museo del Cante de las Minas;Casa del Piñón, en la C/ Mayor, 55;30360;La Unión;LA UNIÓN;968 541 614;;;;;4165660;687372;<p>Se trata de un espacio sensorial en el que se podr&aacute, realizar un recorrido audiovisual por la historia de La Uni&oacute,n, las minas y sus cantes, as&iacute, como el propio Festival. Con una marcada ambientaci&oacute,n minera, el visitante podr&aacute, hacer un viaje a la dura realidad del minero y sus circunstancias vitales, punto de partida para el nacimiento de los cantes mineros, reflejo de esa sociedad. Unos cantes mineros que podr&aacute,n ser escuchados en este espacio muse&iacute,stico.<br /><br />El discurso museogr&aacute,fico comprende distintos apartados: historia de minas y mineros. El trabajo en la mina, expresiones. Los cantes mineros, premios del Festival del Cante de las Minas, los carteles del Festival. El Antiguo Mercado P&uacute,blico, sede del Festival, e historia del Festival (inicio y desarrollo, ganadores y pregoneros).</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002320033_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-84-2p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-84-3p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-84-4p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-84-5p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-84-6p_g.JPG;;;;;;;;
37;Museo del Convento de Santa Ana del Monte de Jumilla;Convento de Santa Ana del Monte;30520;Jumilla;JUMILLA;968 435 001;;;;;4254829;646940;<p>Situado en el paraje que le da nombre, consta de reliquias y objetos singulares traidos por los padres franciscanos en sus viajes misioneros por todo el mundo.</p><p>Destaca de entre toda la colecci&oacute,n un <strong>Cristo de Salzillo</strong>, los relicarios, la capilla con sus retablos, diversas pinturas sobre todo del barroco, etc.</p><p>Ofrece tambi&eacute,n objetos de car&aacute,cter etnol&oacute,gico entre los que se encuentran artesas, instrumentos de matanza y objetos t&iacute,picos de la vida cotidiana del convento y de uso popular.</p><p>Cuenta con una importante <strong>biblioteca monacal</strong>.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/entradamus_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/biblioteca2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/entradamus2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/salamisional_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/seccarqueolog_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-37-8_g.JPG;;;;;;;;
92;Museo del Esparto;El Garrobillo - Cabezo de la Cruz;30889;Águilas;EL GARROBILLO ;609 628 784;;;;;-1.5210869;37.4756025;<p>Se centra, sobre todo, en el trabajo individual del esparto, destacando la gran importancia que tuvo a principios del siglo XX a nivel nacional.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/aguilasespartofachada_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/aguilasespartointerior_g.jpg;;;;;;;;;;;;
6;Museo del Ferrocarril;Estación de RENFE de Águilas;30880;Águilas;AGUILAS;667 501 488;968 411 068;labradorcico@terra.es;www.aguilas.es;;-1.5725131;37.4096358;Creado en 1985 por la Asociación de Amigos del Ferrocarril El Labradorcico de Águilas, se encuentra ubicado en la planta sótano del Edificio de Viajeros de la Estación de Ferrocarril de Águilas. <BR><BR>Ocupa un local que, en tiempos de la compañía inglesa <B>The Great Southern of Spain Railway</B> (G.S.S.R.) concesionaria de la línea de ferrocarril de Lorca a Baza y Águilas (LBA), era utilizado como archivo y caja fuerte de dicha compañía. <BR><BR>En la sala principal del Museo, de gruesos muros de ladrillo macizo sentado y visto y techos en forma de bóveda, con gran número de interesantes y nostálgicas fotografías relacionadas con la <B>historia del ferrocarril de Lorca a Baza y Águilas</B> y de la población de Águilas de finales del siglo XIX. <BR><BR>También existen gran cantidad de instrumentos y objetos utilizados en la explotación ferroviaria de tiempos pasados como son faroles de llama, relojes, gorras de uniforme, aparatos y herramientas de talleres y vías, etc. A destacar una <B>maqueta a escala 1:22 que es la más grande del mundo</B>. La colección cuenta con cerca de 500 objetos.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-maqueta2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-paint_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-maqueta_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-maqueta3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-olla_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-termo_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ag-muse-maqueta4_g.jpg;;;;;;;
88;Museo del Ferrocarril;Pza. Industria (Estación Renfe Murcia del Carmen);30002;Murcia;MURCIA;968 255 475;;;;;4204887;664226;Situado en los antiguos almacenes para materiales de ferrocarril, se accede cruzando el andén de la Estación de Ferrocarril del Carmen por las vías.<br><br>La exposición se divide en tres salas además de la entrada en la que se representa una antigua estación de ferrocarril:<br><br>- En la primera sala se pueden encontrar dos maquetas, la más antigua a escala H0 y otra realizada artesanalmente. Además se exponen gran cantidad de objetos ferroviarios como teléfonos, calentadores, faroles de señales etc. usados antiguamente, además del gabinete telefónico.<br><br>- En La segunda sala se pueden observar una maqueta Marklïn de escala H0 y una Ibertrén a escala N. Todas las maquetas se encuentran decoradas y ambientadas con entorno ferroviario y reproducciones a escala de edificios, algunos reales, como La Estación del Carmen.<br><br>Las vitrinas muestran documentos antiguos y curiosos,además de herramientas, trajes de época y reproducciones de trenes desde el ferrocarril de vapor hasta la actualidad.<br><br>- El anexo contiene la videoteca, biblioteca, objetos diversos y documentación de archivo histórico.<br><br>En el jardín exterior de acceso muestra otras piezas ferroviarias como discos, marmitas de agujas o postes.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarril-accesomuseo_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-detall-maqueta3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-detall-maqueta5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-detall-maqueta6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-ferroprucalef_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-gabin-circulacion_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-gatotelesc_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-maquetayfotos_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-museoin_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ferrocarri-palan-enclava_g.jpg;;;;
7;Museo del Fútbol Aguileño;Muñoz Calero, 22;30880;Águilas;AGUILAS;968 413 906;968 413 906;;;;-1.58746;37.40494;Este museo surge en 1996 como fruto de la celebración del Centenario del Fútbol Aguileño. Alberga gran cantidad de objetos relacionados con el mundo del fútbol tanto a nivel regional como nacional.<p> Destacan diversas equipaciones de los primeros años del fútbol en Águilas, un silbato del introductor del fútbol en este pueblo, actas notariales, más de 600 fotografías, etc.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32001i1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32001i2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/32001i3_g.jpg;;;;;;;;;;;
6105;MUSEO DEL TAMBOR;Plaza de la Iglesia, bajo;30440;Moratalla;;;;tamboresmoratalla@gmail.com;http://www.tamboresmoratalla.es/;;-1.892886;38.190914;<p>Exposici&oacute,n permanente inaugurada el 18-03-2017 por la Asociaci&oacute,n de Tamboristas de Moratalla. El visitante podr&aacute, realizar y conocer a trav&eacute,s de un amplio recorrido por la historia de los tambores, la tradici&oacute,n, artesan&iacute,a e informaci&oacute,n detallada de costumbres y redobles.</p><p>Moratalla, es el &uacute,nico pueblo donde el tamborista toca este instrumento puramente artesanal con la cara tapada, cada tambor tiene un sonido caracter&iacute,stico, redobla de forma personal e individual y viste t&uacute,nicas que adoptan los m&aacute,s variados colores y combinaciones. Los d&iacute,as de toque del tambor son Jueves Santo, Viernes Santo y Domingo de Resurrecci&oacute,n durante todo el d&iacute,a.<br />&nbsp,<br />Los Tambores de Moratalla es una fiesta declarada de Inter&eacute,s Tur&iacute,stico Regional.&nbsp, &nbsp,</p><p>&nbsp,</p><p>&nbsp,</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-6105-1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-6105-2_g.jpg;;;;;;;;;;;;
141;Museo del Teatro Romano;Pza. del Ayuntamiento, 9;30502;Cartagena;CARTAGENA;968 525 149;;;www.teatroromanocartagena.org;;4163494;678037;El Museo ha surgido para dar respuesta a la necesidad de un espacio museístico en el que reunir a la totalidad de las piezas halladas durante las sucesivas excavaciones del Teatro Romano.<p> El Museo, obra del arquitecto <b>Rafael Moneo</b>, incorpora el Palacio de Riquelme y la Iglesia de Santa María la Vieja en el conjunto, convirtiendo el Teatro en la última y más notable pieza presentada en el Museo. <p>A través de estos espacios expositivos, iluminados por un complejo sistema de lucernarios, se guiará al visitante desde las partes más bajas de la ciudad hasta el interior del teatro romano.<br><br><a href=¿http://www.no-typical.tv/webtv/notypical.inicio?video=52¿ target=¿_blank¿ class=¿enlaces¿>Vídeo presentación del Museo Romano</a>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museos_1_141_1_g.jpg;;;;;;;;;;;;;
4831;Museo del Vidrio de Santa Lucía;C/ Monroy, 19;30202;Cartagena;;679 154 036 / 968 501 069;;museodelvidriosantalucia@hotmail.com;;;-0.9832219;37.6042863;El Museo del Vidrio de Santa Lucía (MUVI) inicia su andadura en 2011, como sala de muestras y como centro de formación, de la mano de la Asociación Artesanal de Vidrieros de Santa Lucía. Su principal objetivo es convertirse en la pieza clave que garantice el relevo generacional en un oficio centenario.<br><br> El Museo acoge en su primera planta el pasado, presente y futuro de la tradición vidriera de Cartagena por medio de una exposición con más de 200 piezas, distribuidas en 15 vitrinas, procedentes de la antigua fábrica de cristal de Santa Lucía.<br><br> En la planta baja del Museo se encuentra la nave de hornos, en la que el visitante podrá ver in situ una demostración del soplado de vidrio.<br><br>En la nave de hornos se encuentran también los útiles, herramientas y máquinas tradicionalmente usadas por los vidrieros.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_4831_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_4831_2_g.jpg;;;;;;;;;;;;
79;Museo del Vino de Bullas;Avda. de Murcia, 75;30180;Bullas;BULLAS;968 657 211;;museodelvino@bullas.es;http://rvbullas.es/rutadelvino/portfolio/museo-del-vino/;;-1.664544;38.051179;La bodega que alberga el Museo del Vino, pertenecía inicialmente a la familia Melgares de Aguilar y  conserva gran parte de de sus elementos originales, por lo que es el lugar ideal para ilustrar  y conocer de manera didáctica y amena toda la actividad vitívinicola, tanto actual como pasada, del área que abarca la Denominación de Origen Bullas.<br>En sus más de 1.400 m2   se muestran los procesos seguidos en torno a la elaboración de vino. La producción anual de la bodega era de unos 350.000 litros de vino, repartidos en 112 tinajas, por lo que era,  a mediados del siglo XIX, una de las de mayor tamaño y capacidad del antiguo Reino de Murcia.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-79-1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas10_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas12_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas13_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas6_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas7_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas8_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museobullas9_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/142003i13_g.jpg;;
93;Museo Etnográfico Carlos Soriano;Pza. de la Ermita, s/n;30509;Molina de Segura;EL LLANO ;968 692 019;968 692 019;museo@molinadesegura.es;;;4212871;657249;<b>Descripción</b><p>Se encuentra situado en la Casa Solariega del D. Carlos Soriano, ilustre abogado de Molina. Esta fue rehabilitada así como la ermita anexa.<p> La casa pertenece al conjunto que formaba parte de la colonia agrícola que D. Carlos Soriano fundó y que exigía exigía la construcción de viviendas para los colonos, una ermita o iglesia, una escuela  y un almacén comunal. Se conserva, en estado ruinoso la escuela que data de 1887. En 1892 se abre la pequeña ermita que ahora forma parte del museo. Junto a la Casa de D. Carlos se encontraban 6 casas de colonos.<p><b>Planta Baja</b><p>Sala I. Vestíbulo: Destacamos una vitrina donde se exponen restos arqueológicos encontrados en las prospecciones realizadas en el municipio. Destacan molinos barquiformes argáricos, cerámica ibérica y romana.También encontramos una zona de tinajero y el arranque de las escaleras a la primera planta. <p>Sala II. Cocina: Destaca una vitrina con réplicas de arqueología experimental realizadas en silex (hoz con dientes de silex, arco con flechas del Calcolítico...)La cocina esta ambientada con el mobiliario y menaje típico de la época. También encontramos otro tinajero y un chinero.<p><b>Primera Planta</b><p>El dormitorio principal reproduce el ambiente burgués del siglo XIX con cama de copete y mesilla de nogal, cuna, lavabo de caoba y cofre. En la cama  sábanas bordadas y cubierta de novia. En la sala donde muere la escalera, se exponen en vitrinas, trajes de labor y lujo típicos de la huerta de Murcia. En otras vitrinas se exhiben complementos como pañoletas, enaguas y cucos.<p>Otra de las salas contiene miniaturas realizadas por Juan de Dios Arnaldos, vecino de la pedanía. En ellas vemos diversos aperos tradicionales de labranza y recreaciones de algunas labores agrícolas y oficios donde se aprovecha la fuerza del agua (fragua, batán, molino harinero, norias, artes...)  <p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_93_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_93_2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_93_3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_93_4_g.jpg;;;;;;;;;;
109;Museo Etnográfico en Miniatura 'Ángel Reinón';C/ Puentecilla, 3 bajo;30400;Caravaca de la Cruz;CARAVACA DE LA CRUZ;968 70 56 20;;reservas@caravacadelacruz.es;www.turismocaravaca.com;;-1.859611;38.10725;<p>&iquest,Cu&aacute,ntos oficios tradicionales se han perdido o transformado a lo largo de los a&ntilde,os en Caravaca de la Cruz? Se puede descubrir en el Museo Etnogr&aacute,fico en Miniatura &Aacute,ngel Rein&oacute,n, que re&uacute,ne m&aacute,s de 400 piezas de gran perfecci&oacute,n de forma, realizadas en hierro y madera, que componen una colecci&oacute,n &uacute,nica a trav&eacute,s de las que se recuperan dichas profesiones.<br />Cada pieza es &uacute,nica, lo m&aacute,s caracter&iacute,stico de ellas es su gran perfecci&oacute,n y el n&uacute,mero de horas que el artista ha empleado en su creaci&oacute,n. Algunas de ellas son el tractor, el torno de fragua, las vertederas agr&iacute,colas y un carro verdaderamente extraordinario.<br />La obra la desarroll&oacute, &Aacute,ngel Rein&oacute,n S&aacute,nchez, que nace en Caravaca en 1924, en el seno de una familia numerosa de nueve hermanos. Abandona la escuela a muy corta edad para dedicarse exclusivamente al trabajo de herrero, con una jornada interminable, porque el tiempo de descanso lo dedica junto a su hermano a seguir haciendo trabajos extras para incrementar el escaso jornal. De bisabuelo, abuelo y padre herreros, ve con satisfacci&oacute,n c&oacute,mo sus dos hijos varones y un nieto, siguen la tradici&oacute,n familiar.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-109-1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-109-2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-109-3_g.jpg;;;;;;;;;;;
21;Museo Etnológico de Ceutí;Avda. de Lorquí, s/n;30562;Ceutí;CEUTI;968 692 540;;;;;4216229;651931;Aloja una colección de diversos <b>objetos de principios del siglo XX</b> que representan la historia del pueblo: aperos de labranza, útiles de diversos comercios o empresas pequeñas como carnicerías, carpinterías, aceiteras, mobiliario de principio de siglo y maquinaria de la industria conservera.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000720031_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000720032_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000720033_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000720034_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000720035_g.jpg;;;;;;;;;
59;Museo Etnológico de la Huerta de Alcantarilla;Avda. Príncipe, s/n;30820;Alcantarilla;ALCANTARILLA;968 893 866;;museodelahuerta@ayto-alcantarilla.es;http://www.alcantarilla.es;;-1.211592;37.976862;<p>&iquest,C&oacute,mo es la vida de los huertanos? &iquest,Cu&aacute,les son sus costumbres? Estas son algunas de las claves que desvela el Museo de la Huerta de Alcantarilla, que dispone de la popular Noria de Alcantarilla adem&aacute,s de la recreaci&oacute,n de una t&iacute,pica barraca. Adem&aacute,s de eso, contiene piezas &uacute,nicas como lebrillos de la Cartuja, plateras, loza y Cristal de la f&aacute,brica Valarino de Cartagena, aperos de labranza, una colecci&oacute,n de abanicos o trajes antiguos de los huertanos.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/acena_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/acequia_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/aperos_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/aperos2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/barraca2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/barraca4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/botica_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/caldera_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/condesita_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000004200112_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000004200113_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000004200114_g.jpg;;
100;Museo Etnológico de Roche;Avda. M. Cano Vicedo, s/n;30369;La Unión;ROCHE;968 541 614;;;;;4166578;683378;<p><strong>Ubicaci&oacute,n</strong>.- El Centro Social de Roche es un edificio de reciente construcci&oacute,n que dispone de sal&oacute,n de actos, cafeter&iacute,a y otras dependencias. Una planta noble se dedica a la exposici&oacute,n.<br /><br /><strong>La colecci&oacute,n</strong>.- Adem&aacute,s de centro de interpretaci&oacute,n del municipio de La Uni&oacute,n, encontramos una gran muestra etnol&oacute,gica de los utensilios de la vida cotidiana de sus habitantes. Esta exposici&oacute,n permanente de etnolog&iacute,a la compone la serie de utillaje entre los que se encuentran los enseres dom&eacute,sticos dedicados a iluminaci&oacute,n, pesos y medidas, objetos de cer&aacute,mica y vidrio, vestimenta, aperos agr&iacute,colas y recipientes de esparto.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/launionetnologico_g.jpg;;;;;;;;;;;;;
4800;MUSEO HORNO DEL CONCEJO Y CASA DEL FOLCLORE;C/ Cid Campeador, 2 - Esquina calle del Castillo, s/n.;30500;Molina de Segura;;;;;;;-1.212543;38.050490;¿Sabías que en Molina podrás conocer cómo es el horno más antiguo que había en esta localidad? Su rehabilitación dio lugar al Museo Horno del Concejo y la Casa del Folclore.Fue el único horno de la ciudad hasta el siglo XVIII. Mantiene su estructura original realizada con la técnica del tapial destacando su impresionante horno de estilo moruno.<br>Su historia se remonta como mínimo a la Edad Media. La referencia más antigua se encuentra en 1491 con la fundación del mayorazgo de los Vélez por parte de los Reyes Católicos. Perteneció al Concejo de Molina del que pasó al marqués de los Vélez. Paso por diversas manos manteniéndose su uso hasta los años 70 del siglo XX.<br>El espacio acoge actualmente un museo que muestra la historia del mismo, los recuerdos de las gentes que lo usaron, la labor del panadero y el fascinante universo del pan.<br>También alberga la Casa del Folclore donde se muestran las tradiciones, músicas y bailes populares de Molina de Segura.;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_4800_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_4800_2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-4800-3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-4800-4_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-4800-5_g.jpg;;;;;;;;;
24;Museo Mariano Virgen del Castillo;Junto al Santuario del Castillo.;30510;Yecla;YECLA;968 794 850;;;http://www.asociaciondemayordomos.com;;4275295;663740;<p>El edificio donde se sit&uacute,a este Museo, <strong>junto al Santuario del Castillo</strong>, sirvi&oacute, de alojamiento a los Franciscanos a modo conventual. Siguiendo un proyecto de Antonio Mart&iacute,nez Prats, se ha edificado un moderno edificio, abierto al p&uacute,blico recientemente, donde en su sala de exposiciones, situada en la segunda planta se pueden contemplar <strong>todo tipo de objetos relacionados con las Fiestas Patronales</strong> que se celebran en el mes de diciembre, en honor de la Pur&iacute,sima Concecpi&oacute,n. En el claustro se expone la carroza de la Virgen.</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001120032_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001120033_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001120034_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-24-5p_g.JPG;;;;;;;;;;
56;Museo Militar. Sección Delegada del Museo Militar Regional de Cartagena;Pza. General López Pinto, s/n;30201;Cartagena;CARTAGENA;968 501 300;968 321 096;museomilitarct@wanadoo.es;;;4164027;677985;La Sección del Museo Regional Militar se encuentra ubicado en el edificio del Real Parque de Maestranza de Artilleria (1777-1786). Destaca la <b>arquitectura militar</b> siendo un elemento de expresión monumental. También recoge una amplia y variada colección de piezas de artillería, municiones y elementos de antiaérea y costa, banderas, uniformes y una capilla en la que se conserva la <b>imágen de Santa Bárbara</b> atribuida a Salzillo.<br>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museoart_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museoart1_g.jpg;;;;;;;;;;;;
36;Museo Minero;C/ Mayor, 55, Edificio del Liceo de Obreros;30360;La Unión;LA UNIÓN;968 541 614;;turismo@ayto-launion.com;;;4165786;687243;<p><strong>El edificio.</strong>- La Casa del Pi&ntilde,&oacute,n es un edificio centenario obra del arquitecto Pedro Cerd&aacute,n y Victor Beltr&iacute,, construido en 1905.<br /><br /><strong>La colecci&oacute,n. </strong>- Constituye sin duda una referencia obligada en la historia de la miner&iacute,a espa&ntilde,ola. Cinco espaciosas y luminosas salas sirven de magn&iacute,fico marco para esta colecci&oacute,n:<br />- Sala I: Introduci&oacute,n y mineralog&iacute,a<br />- Sala II: Iluminaci&oacute,n, protecci&oacute,n y perforaci&oacute,n<br />- Sala III: Perforaci&oacute,n y arrastre<br />- Sala IV: Lavado, Criba y Laboratorios<br />- Sala V: Fragua y D&iacute,a a D&iacute,a</p>;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-36-13p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-36-14p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-36-15p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-36-16p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-36-17p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-36-18p_g.jpg;;;;;;;;
